id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
88438,Alana Dias,586.341.970-93,breno14@martins.br,51 7614 1164,"Praia das Neves, 83, Vila Mantiqueira, 46576-304 Pereira da Prata / MT",1951-02-20,Físico nuclear,17108,Divorciado
88439,Yuri Campos,976.584.032-29,luiz-felipesouza@rodrigues.com,+55 (051) 4765-8520,"Praça Sarah Sales, 45, Alta Tensão 2ª Seção, 18744-445 Cavalcanti / GO",1974-10-31,Ginasta artística,90092,Divorciado
88440,Sofia Oliveira,485.096.723-00,andremoraes@da.com,+55 41 3989-6023,"Trevo de Moraes, 967, Copacabana, 57811-165 Novaes do Amparo / RJ",1998-02-09,Profissional de relações internacionais,88887,Divorciado
88441,Lucas Moura,015.837.429-05,lgomes@nogueira.br,31 4040 1517,"Quadra Vinicius Cunha, 40, Barão Homem De Melo 2ª Seção, 02484052 Oliveira Grande / PB",1985-11-18,Transcritor,35634,Divorciado
88442,Marina Carvalho,034.678.291-04,jlima@ig.com.br,+55 51 0848 3646,"Colônia Yasmin das Neves, 102, Minaslandia, 48842071 Pinto / GO",1986-05-22,Odontologista preventivo e social,99053,Viúvo
88443,Mirella da Mota,724.650.839-29,portocaio@hotmail.com,+55 (081) 3983-1495,"Alameda Daniela Freitas, 80, Vila Havaí, 85055-626 Sales / SE",1996-08-25,Moldador,78403,Divorciado
88444,João Lucas Cardoso,174.689.250-11,kpereira@ig.com.br,84 3409 8640,"Quadra Rezende, 19, Vila Ipiranga, 12148084 Moreira / PI",1957-01-11,Gravurista,99186,Casado
88445,Emanuella Freitas,874.295.163-19,melissa90@hotmail.com,0300-913-5587,"Vale de Souza, 4, Custodinha, 90360-920 Lopes / SP",1970-08-14,Urologista,37370,Viúvo
88446,Alexandre Melo,697.834.025-10,novaesvitor-hugo@bol.com.br,+55 (084) 6320 2764,"Praça de Duarte, 84, Flavio Marques Lisboa, 59320030 da Conceição das Flores / SE",2003-11-22,Técnico em higiene dentária,67545,Solteiro
88447,Rafaela Novaes,587.324.169-46,isabella95@uol.com.br,+55 (041) 1896 5430,"Lagoa Gomes, 20, Estrela Do Oriente, 28761529 Costela do Sul / MT",1982-02-25,Perfumista,54416,Divorciado
88448,Yuri Alves,829.304.657-00,drodrigues@oliveira.org,51 0053 1943,"Estação Mirella Nascimento, 5, Conjunto Minas Caixa, 06814363 Ribeiro de Carvalho / MA",1944-06-20,Perfumista,5669,Solteiro
88449,Bruno Dias,132.456.908-51,luiz-fernando88@sales.br,(041) 7855 9560,"Vale de da Rosa, 1, Conjunto Jardim Filadélfia, 69985823 da Paz / RJ",1948-06-08,Diagramador,47088,Solteiro
88450,Ana Lívia Pinto,246.581.793-00,kviana@da.com,+55 41 3570-1545,"Vereda Pereira, 678, Jardim Atlântico, 80956563 da Mata das Flores / TO",2006-12-01,Cartazeiro,11562,Solteiro
88451,Dr. Marcos Vinicius Correia,061.743.892-78,pda-mata@uol.com.br,(071) 9467-4156,"Rua de Mendes, 23, Boa União 1ª Seção, 07067812 Ribeiro / PB",1963-06-26,Delegado,22490,Solteiro
88452,Rebeca Freitas,236.147.950-80,portojoao-gabriel@hotmail.com,+55 71 6514 1556,"Colônia Castro, Vila Santa Monica 1ª Seção, 71246763 Nogueira / GO",1947-10-28,Comissário de bordo,60489,Solteiro
88453,Carlos Eduardo Moura,617.092.483-78,almeidalais@goncalves.com,+55 (084) 5117 2496,"Distrito de Santos, 39, Vila Inestan, 19865675 Nogueira / RS",1945-04-06,Engenheiro de ergonomia,57244,Casado
88454,Joaquim da Cunha,907.432.158-50,pedro-miguelcampos@da.br,84 3124-2409,"Praia de Freitas, 9, São José, 00580565 Castro / AM",1997-05-07,Açougueiro,72142,Viúvo
88455,Bruna Santos,054.637.198-10,luiz-miguel91@rocha.com,+55 (081) 6535-9830,"Quadra Júlia Freitas, São Gonçalo, 51922-252 Caldeira Alegre / PA",1959-07-04,Comerciante,76991,Viúvo
88456,Isabella Nunes,485.912.703-04,alexandre12@viana.br,+55 71 0909 0166,"Área de da Mota, 3, Cidade Nova, 06393-069 Caldeira / AP",1971-03-15,Estatístico,38152,Divorciado
88457,Leonardo Moura,621.873.490-04,daniloda-conceicao@ig.com.br,+55 51 6439 1413,"Vila Evelyn Novaes, 71, Maria Goretti, 00121911 Jesus / MG",1995-09-12,Fonoaudiólogo,68987,Casado
88458,Isaac Cunha,523.407.196-07,lorenzopires@rodrigues.com,(084) 0215-1826,"Vereda de Melo, 50, Céu Azul, 16972968 Castro / SP",1973-11-08,Auxiliar de serviços gerais,51906,Solteiro
88459,Maria Luiza Alves,743.985.160-93,isaacvieira@bol.com.br,0500 641 4922,"Conjunto Camila Carvalho, 794, Baleia, 35176-714 Cunha / MA",1950-09-28,Zootecnista,76476,Solteiro
88460,Mirella Aragão,394.781.650-20,vcastro@uol.com.br,(081) 8864 1276,"Vila Monteiro, Boa União 2ª Seção, 65292897 Ribeiro / AL",1977-01-15,Lutador de taekwondo,98267,Casado
88461,Sr. Yuri Cardoso,018.453.279-50,freitashelena@fernandes.org,+55 21 7152 1427,"Loteamento de Aragão, 49, Coqueiros, 62070007 Gonçalves / ES",1945-04-24,Editor,51059,Solteiro
88462,Esther Ribeiro,014.875.962-94,ryan92@cavalcanti.org,+55 71 3305-2138,"Favela Valentina Campos, 26, União, 65429-885 Novaes / DF",1957-09-05,Patologista,64505,Divorciado
88463,Alice Lopes,458.631.207-62,rafaela79@rezende.org,0800 399 4726,"Travessa Gabrielly Gonçalves, 870, Vila Sesc, 59229821 Dias / MS",1969-09-19,Fonoaudiólogo,22503,Casado
88464,Theo Lima,175.493.286-09,pribeiro@campos.org,+55 51 9893 7513,"Favela Cavalcanti, 26, Itapoa, 56127-095 das Neves / BA",1935-06-10,Lutador de luta livre,66502,Viúvo
88465,Joaquim Oliveira,620.791.853-30,kporto@da.br,+55 (071) 8184-1066,"Largo de Barros, 8, Paquetá, 53876-373 Rodrigues / RO",1970-10-08,Psicopedagogo,73820,Divorciado
88466,Paulo Mendes,207.634.519-16,silveirabruno@da.br,(061) 8593 2430,"Estrada da Mota, 698, São Francisco, 88600160 Duarte / AM",2001-11-24,Psicomotricista,89054,Viúvo
88467,Isis Novaes,345.981.672-46,fmoreira@bol.com.br,(051) 3503 1995,"Loteamento de Freitas, 81, Santa Margarida, 22285523 Santos Grande / SC",1962-04-01,Governanta,36452,Divorciado
88468,Heitor Cunha,897.502.361-30,lcampos@gmail.com,(061) 5187-1737,"Recanto Maria Sophia Cavalcanti, 702, Vila Nova Cachoeirinha 2ª Seção, 95789461 da Mata / RN",1950-05-07,Prático,53735,Viúvo
88469,Sr. Noah Novaes,234.581.976-64,rcampos@mendes.br,71 7118-5855,"Vila Pinto, 8, Vila Pilar, 00152-119 Melo de Gomes / BA",1979-05-10,Cartunista,91001,Viúvo
88470,Rafael Barros,837.490.512-32,bryanoliveira@yahoo.com.br,51 6455 6428,"Via Aragão, 40, Biquinhas, 97738-871 Martins do Oeste / GO",1999-09-14,Ortesista,13205,Divorciado
88471,Bryan Araújo,327.896.514-00,da-costaenzo@hotmail.com,(081) 6846-8099,"Vereda Bryan da Cunha, 30, Céu Azul, 44176481 da Mota do Galho / MA",2003-06-09,Recepcionista,14625,Solteiro
88472,Maria Julia Correia,104.793.682-87,pedro-miguel99@gmail.com,+55 51 9560 2029,"Avenida de Fernandes, 6, Atila De Paiva, 55358792 Porto / PE",1983-10-18,Cameraman,25954,Casado
88473,Dr. Joaquim Viana,280.467.913-69,agatha24@rodrigues.com,(021) 0460 1291,"Vila de Viana, 45, João Alfredo, 83188-094 Souza / RJ",1954-09-10,Quiropraxista,82125,Viúvo
88474,Felipe Pires,180.674.932-78,costelajoao-felipe@correia.com,61 0151-8432,"Trevo Cunha, 5, Vila Da Ária, 18602-043 Fogaça / SC",1969-09-10,Xilógrafo,81314,Divorciado
88475,Sra. Ana Clara Lopes,532.640.189-42,maria-fernandafernandes@hotmail.com,(041) 8815 0160,"Recanto de Melo, 74, Fazendinha, 01395787 Campos Verde / AP",1978-10-16,Lavador,6726,Casado
88476,Lavínia da Costa,917.240.536-80,zda-rosa@duarte.org,21 9338-5380,"Residencial Ryan Ramos, 54, Nova Esperança, 47708307 Teixeira / BA",1985-02-04,Protético dentário,3975,Solteiro
88477,Ana Laura Nogueira,981.037.254-04,ana-julia25@azevedo.br,+55 (071) 2989-7811,"Vila Vitor Gabriel da Cruz, 30, Horto Florestal, 75596-784 Castro / RJ",1972-05-05,Capitão,99276,Viúvo
88478,Theo Lopes,625.873.190-21,caldeiralaura@uol.com.br,+55 41 2021 2989,"Viela Davi Lucas Alves, Estrela Do Oriente, 82588-421 Costa / PA",1949-09-06,Arquiteto,13049,Solteiro
88479,Leandro Pereira,425.139.678-28,maria-vitoria06@correia.br,+55 84 4880-5035,"Distrito da Mota, 24, Lorena, 00556-386 Farias / AL",1961-05-19,Cobrador de ônibus,4029,Viúvo
88480,Maria Julia Caldeira,640.351.287-08,yago69@castro.net,+55 31 3623 3723,"Alameda Mirella da Conceição, 240, Vila De Sá, 72934169 Santos do Oeste / AP",1984-08-24,Leiloeiro,15028,Divorciado
88481,Sr. Davi Lucca Martins,302.196.584-98,silvaagatha@araujo.net,(051) 5674 0637,"Quadra Maria Cecília Nascimento, 13, Santo André, 21736-056 Rezende Grande / SE",1985-01-09,Gestor ambiental,2642,Viúvo
88482,Júlia Cavalcanti,574.391.062-61,rcastro@moraes.com,+55 81 0545-4639,"Fazenda de Fogaça, 78, Vila Formosa, 94522-077 da Mota / PE",1972-02-13,Tecnólogo em rochas ornamentais,14057,Viúvo
88483,Mariane Teixeira,941.083.267-50,nina84@das.br,+55 84 3370-0251,"Quadra Freitas, 214, Cruzeiro, 17483282 Monteiro / RN",1947-11-21,Otorrinolaringologista,7542,Divorciado
88484,Rafaela Araújo,609.832.741-69,pedronascimento@silva.com,+55 (041) 1898 2055,"Praça Porto, 34, Vila Ipiranga, 44903744 Teixeira de Porto / MT",1979-05-21,Leiloeiro,79926,Solteiro
88485,Dra. Joana Monteiro,089.635.124-60,isabellyfernandes@hotmail.com,81 1456-8278,"Praça Fogaça, 13, Bandeirantes, 05348695 Moura / PI",1938-06-22,Massagista,57782,Viúvo
88486,Luiz Henrique Castro,109.735.648-57,ramossabrina@pereira.br,(021) 7225-3779,"Jardim Azevedo, 98, Lourdes, 49390-982 Rezende dos Dourados / MS",1947-03-23,Perito judicial,78066,Casado
88487,Sofia Rezende,723.158.940-50,oaragao@yahoo.com.br,51 2489 7283,"Praça Guilherme da Cunha, 5, Bairro Das Indústrias Ii, 49947-132 Almeida / RS",1944-02-22,Contra regra,4107,Divorciado
88488,Laís Teixeira,498.172.630-96,krezende@ig.com.br,61 8671 7535,"Distrito de Aragão, 3, Tupi B, 95291-148 Rocha de Goiás / PB",1984-11-21,DJ,1259,Casado
88489,Maysa Rocha,620.483.759-10,da-rosasofia@uol.com.br,+55 (081) 6596 7600,"Colônia Castro, 21, Dom Joaquim, 37164605 Ferreira / RN",1957-11-12,Nefrologista,3723,Solteiro
88490,Augusto Rocha,172.098.543-04,mourayasmin@ig.com.br,+55 (084) 9486-0092,"Viela Pereira, 960, Engenho Nogueira, 30761-544 da Paz de Souza / SP",1963-07-16,Profissional de recursos humanos,24612,Viúvo
88491,Pedro Henrique Pinto,017.648.329-22,nicolemartins@monteiro.br,+55 11 8428 7819,"Estação Davi Lucas Dias, 167, Maria Helena, 54048-077 Teixeira / GO",1964-09-20,Astrônomo,5593,Viúvo
88492,Alice Moreira,275.839.046-92,mferreira@gmail.com,+55 71 1984-0333,"Lagoa Lara Moura, 380, Vila Batik, 30804642 Lopes do Norte / SP",1991-02-16,Aeromoça,88114,Casado
88493,Srta. Nina Rezende,630.491.527-61,jgoncalves@uol.com.br,(031) 6768 2566,"Jardim Igor da Cunha, 49, Vila Suzana Primeira Seção, 15310437 Cardoso / SE",1947-01-30,Engenheiro civil,8744,Divorciado
88494,Daniel Gomes,673.490.852-65,yurisouza@ig.com.br,(071) 9375 3334,"Trecho Cardoso, 67, Vila Batik, 76648210 Barros Verde / AP",1980-06-12,Almoxarife,5799,Solteiro
88495,João Felipe Porto,681.354.790-93,nunesenrico@cardoso.br,+55 (061) 6026-5962,"Aeroporto da Mota, 40, Vila São Francisco, 51175099 Santos / GO",1998-08-19,Biólogo,57314,Casado
88496,Sra. Giovanna Cardoso,450.387.169-20,qnascimento@gmail.com,(021) 8408-7005,"Praia de Barros, 8, Embaúbas, 07296080 Rodrigues das Pedras / RS",1960-11-21,Personal stylist,81436,Solteiro
88497,Luiz Fernando Barros,917.824.563-09,diasisadora@caldeira.org,31 7378 4958,"Pátio da Rosa, 40, São Jorge 1ª Seção, 22061-505 da Cunha de Goiás / BA",2007-01-14,Tecnólogo em esporte e lazer,19089,Viúvo
88498,Anthony Pires,904.315.672-80,zlima@ig.com.br,(051) 7327 7235,"Trecho de Carvalho, 83, Vitoria Da Conquista, 62661343 Cunha / MT",1937-08-30,Fotógrafo,45933,Viúvo
88499,Breno Farias,875.063.149-75,davi-luccacardoso@nascimento.com,+55 (031) 4244-3151,"Residencial de da Costa, 53, Bela Vitoria, 29374864 Barbosa do Campo / RS",1995-04-14,DJ,21167,Viúvo
88500,Augusto Rezende,023.796.485-65,marina88@ig.com.br,+55 (071) 5986 7729,"Rodovia Moreira, Camponesa 2ª Seção, 67254781 Aragão Paulista / PA",1947-02-13,Pedagogo,39595,Viúvo
88501,Sr. Thomas Porto,461.392.850-89,pedro-henrique07@fernandes.net,61 0450-2712,"Vila de Souza, 163, Jaqueline, 00845-064 Nunes de Duarte / AL",1989-03-21,Auditor,84098,Viúvo
88502,João Miguel Viana,546.370.812-62,luigi91@monteiro.com,+55 (031) 4927 5909,"Vale Barros, 494, Santa Margarida, 40371-991 Pires da Serra / AC",1986-05-30,Caixa,65133,Casado
88503,João Gabriel Dias,234.157.069-07,sophiasantos@castro.com,(051) 7880 8083,"Alameda de Santos, 177, Buraco Quente, 89966180 Rocha / AL",1963-03-04,Corretor de imóveis,43200,Viúvo
88504,Felipe Jesus,840.976.135-10,elisada-conceicao@da.com,0900 173 4682,"Viaduto Rodrigues, 94, Vila Ouro Minas, 39869-192 Barbosa / AL",1976-05-29,Protético dentário,89201,Viúvo
88505,Kaique da Mota,031.594.287-88,isabelly88@ig.com.br,(051) 4130 2680,"Favela Lopes, 892, Esperança, 42462-951 Cunha Verde / RO",1950-06-27,Técnico em óptica,14981,Viúvo
88506,Vicente da Cunha,046.582.917-11,caua79@gmail.com,(011) 8421 2037,"Alameda Silva, Castanheira, 41023-820 Cavalcanti Paulista / GO",1968-09-03,Sapateiro,16454,Viúvo
88507,Otávio Costela,948.102.657-49,bcostela@uol.com.br,21 7987 7280,"Morro Isabella Martins, 79, Maravilha, 78877944 Costela do Amparo / BA",1942-03-25,Seringueiro,23007,Viúvo
88508,Maria Alice Freitas,167.589.234-28,pedro-henriquepires@yahoo.com.br,(061) 8131 8851,"Conjunto Rafael Barros, 55, Ouro Preto, 99558871 Pinto / AL",1941-12-16,Corretor de imóveis,8834,Viúvo
88509,Larissa Alves,879.462.530-10,duarteenzo@yahoo.com.br,0300 246 5317,"Viela Costela, 8, Ipiranga, 32259449 Novaes do Galho / MS",1960-01-29,Técnico tributarista,35331,Solteiro
88510,Julia Rodrigues,162.480.375-07,nicolas66@lopes.net,+55 (071) 3331-4194,"Colônia Azevedo, 86, Fernão Dias, 45902-563 Peixoto / PB",1948-06-05,Capoeirista,4901,Viúvo
88511,Sra. Elisa Costa,412.503.789-23,joao-felipeoliveira@hotmail.com,0500 095 2185,"Área Pinto, 56, Sagrada Família, 95890-172 Dias / BA",1993-11-24,Cabeleireiro,13383,Viúvo
88512,Bernardo Porto,591.642.803-06,ana-carolinasales@hotmail.com,+55 61 9546-9952,"Fazenda Oliveira, 549, Vista Alegre, 52574194 Cunha de Costela / RJ",1989-08-14,Guarda roupeiro,77128,Divorciado
88513,Laura Lopes,620.158.347-53,melissada-paz@correia.br,(021) 2669 6534,"Rua Monteiro, 495, Conjunto Lagoa, 08630-206 da Conceição / PA",2001-02-15,Teólogo,58118,Solteiro
88514,Breno Costela,903.157.824-04,kevinlopes@fernandes.com,71 2631-1305,"Praia Gomes, 4, Fazendinha, 46243-534 Araújo / PE",1993-01-28,Tabelião,79869,Solteiro
88515,João Gabriel Carvalho,097.613.524-80,maitefogaca@monteiro.org,+55 (081) 0295 5144,"Alameda Rodrigo da Paz, Garças, 56003-852 Barbosa / MG",2007-07-24,Ferramenteiro,11826,Divorciado
88516,Augusto Ramos,762.039.548-29,wpinto@gmail.com,(071) 8289-9483,"Colônia André Pires, 5, Silveira, 97521284 Costa / PR",1935-07-17,Selecionador de pessoal,35544,Divorciado
88517,Maria Fernanda Campos,206.539.847-74,diaskaique@gmail.com,21 0906 2874,"Parque de Cardoso, Antonio Ribeiro De Abreu 1ª Seção, 18741064 da Costa de Barbosa / AM",1971-06-27,Porteiro,7487,Solteiro
88518,Olivia Dias,426.197.830-03,zalmeida@fogaca.net,(081) 3134 4011,"Loteamento Antônio da Rosa, 41, Urca, 27687475 Nascimento do Amparo / MT",1947-08-19,Auxiliar de reprografia,43914,Divorciado
88519,Dr. Luiz Felipe Nogueira,951.874.603-66,gporto@cavalcanti.net,0300 922 5235,"Pátio Viana, 56, Vila Real 2ª Seção, 70853095 Teixeira do Campo / PI",1987-09-10,Clínico geral,11764,Casado
88520,Ana Beatriz Monteiro,397.160.482-03,duarteenzo-gabriel@pereira.org,+55 11 8299-1535,"Viela Aragão, 19, Laranjeiras, 96211-005 das Neves de Aragão / PB",1998-01-17,Regente,34162,Divorciado
88521,João Miguel das Neves,920.874.136-22,gomesenzo-gabriel@hotmail.com,+55 81 3098-3197,"Avenida Laura Cavalcanti, Vila Nova Cachoeirinha 3ª Seção, 94894916 Silva de Dias / PR",1979-12-24,Lactarista hospitalar,19667,Casado
88522,Benício Cavalcanti,236.580.179-02,sophiecorreia@da.br,(084) 4049 9265,"Conjunto da Rocha, 52, São Marcos, 86720-140 Sales / RN",1972-02-23,Artista plástico,98816,Solteiro
88523,Ana Sophia Vieira,460.973.581-48,nogueiradiego@uol.com.br,+55 (081) 7453 9642,"Colônia de Viana, 92, Estrela, 11340-542 Fogaça / DF",1957-09-25,Engenheiro civil,1351,Divorciado
88524,Melissa da Mota,623.947.015-52,rafael50@moreira.br,+55 21 5683 9824,"Setor da Luz, 17, Lindéia, 04878-006 Barbosa da Mata / ES",1974-11-29,Torneiro mecânico,65637,Divorciado
88525,Diogo Souza,617.439.028-40,maria41@hotmail.com,11 9069 7366,"Conjunto de Campos, 853, Ouro Preto, 35587-584 Ferreira / RJ",1939-10-07,Técnico em radiologia,42966,Solteiro
88526,Matheus da Cunha,615.920.748-20,fariasolivia@melo.net,(071) 7107-5323,"Pátio de Nogueira, Nova Suíça, 21267-644 Pereira / CE",1993-04-03,Odontologista estético,34058,Casado
88527,Julia Porto,084.921.753-97,stella52@ig.com.br,0800 852 5583,"Setor Farias, 2, Monte Azul, 62461-283 Moreira dos Dourados / MA",1985-04-27,Tapeceiro,64443,Solteiro
88528,Joaquim Fernandes,078.431.295-88,pietro65@goncalves.br,(021) 3645-7248,"Pátio de Martins, 34, Monte São José, 52859641 Moraes / SE",2002-04-26,Moldador,2898,Solteiro
88529,Cecília Peixoto,924.085.673-00,biancasilveira@viana.br,+55 (061) 1055 9211,"Passarela Ferreira, 95, Aarão Reis, 22747516 das Neves da Prata / CE",1951-09-05,Montador,14280,Casado
88530,Valentina das Neves,054.193.872-04,alveslara@gmail.com,(051) 1164 9880,"Fazenda da Conceição, 8, Das Industrias I, 64878037 Campos Paulista / MG",1989-07-04,Costureira,57737,Divorciado
88531,Joana Silva,178.652.394-91,mendesana-vitoria@pires.org,(084) 4262-1661,"Condomínio de Dias, 351, Baleia, 91554-134 Rezende do Oeste / RR",1983-10-31,Co-piloto,13424,Solteiro
88532,Juan Sales,405.821.736-71,zsales@bol.com.br,(041) 9212 7562,"Núcleo Almeida, 274, Vila Do Pombal, 29129-257 Pinto de Fogaça / MT",1947-03-28,Operador de telemarketing,14667,Solteiro
88533,Pedro Miguel da Rosa,628.394.510-42,davi-luizda-cunha@monteiro.com,21 2336 0366,"Colônia de Barbosa, 7, São Pedro, 95653691 das Neves do Campo / DF",1976-10-26,Psicomotricista,86326,Viúvo
88534,Sra. Sophie Barbosa,648.159.203-89,rbarros@carvalho.net,+55 21 1546 4898,"Área Elisa Fogaça, Gameleira, 23533619 Martins da Praia / SC",1986-02-07,Policial militar,93969,Casado
88535,Otávio Martins,621.597.480-30,gda-rosa@yahoo.com.br,41 7165 7084,"Ladeira de Aragão, 429, Belmonte, 97729457 Moraes de Minas / PB",1983-05-30,Ajudante de produção,54567,Divorciado
88536,Emanuelly Melo,903.147.856-39,lucasduarte@bol.com.br,11 8436-5284,"Fazenda das Neves, 7, Pantanal, 76916-797 da Cruz do Galho / RS",1977-02-11,Embalador,58307,Solteiro
88537,Ana da Mota,270.638.495-65,cardosohelena@uol.com.br,+55 41 4061-2123,"Viela de da Costa, 25, Paraíso, 87656022 Costela / RJ",1938-11-18,Office-boy,82973,Solteiro
88538,Pedro Henrique Correia,276.398.450-92,gabrielaferreira@gmail.com,+55 51 4593 1802,"Fazenda Cardoso, 86, Vitoria Da Conquista, 01311-481 Araújo da Mata / RJ",1966-05-02,Capoeirista,12294,Viúvo
88539,Danilo Viana,196.452.038-05,maria-vitoriacaldeira@farias.org,(071) 5388-8172,"Rua de Jesus, 83, São Tomaz, 20986-467 da Mota da Praia / TO",2005-07-27,Publicitário,92735,Casado
88540,Diogo Cardoso,914.578.263-64,davi-lucas69@fernandes.com,+55 11 0384 8804,"Esplanada Novaes, 74, Graça, 12162632 das Neves de Mendes / PR",1986-05-22,Neurologista,21500,Viúvo
88541,Mariana Lima,479.013.856-93,isaac31@bol.com.br,+55 (084) 7502-6909,"Condomínio Cavalcanti, 53, Vila Ouro Minas, 79107925 da Mata do Sul / RJ",1954-03-16,Engenheiro de controle e automação,31383,Casado
88542,Benjamin Azevedo,941.736.580-01,thales17@bol.com.br,61 3917 8103,"Rodovia Novaes, Cidade Nova, 76481364 Castro / PA",1941-12-12,Técnico em radiologia,18098,Solteiro
88543,Lívia Cavalcanti,409.637.215-34,tda-costa@gmail.com,(041) 3239 4482,"Loteamento de Azevedo, 57, Bonfim, 86991102 da Paz / GO",1992-05-11,Profissional de efeitos especiais,18092,Solteiro
88544,Nicolas da Conceição,062.987.431-03,vianavitor-hugo@yahoo.com.br,+55 (011) 6883-6650,"Colônia Barros, 69, Flavio De Oliveira, 82573-199 Nascimento de Viana / ES",1998-09-20,Biotecnólogo,31648,Solteiro
88545,Vitor Hugo Ribeiro,128.079.453-41,leandrorezende@uol.com.br,0800 614 6699,"Viela Lorena Porto, 94, Unidas, 42641139 Pereira / AM",1966-09-13,Jogador de basquete,87474,Divorciado
88546,Henrique da Rocha,129.638.740-22,camposvitor-hugo@martins.br,(071) 3550-1967,"Alameda Anthony da Luz, 8, Marajó, 10437-010 Peixoto / RS",1975-10-27,Ventríloquo,29374,Viúvo
88547,Bárbara da Mata,480.692.315-05,ana-liviamonteiro@yahoo.com.br,+55 61 7310 4328,"Alameda Ana Sophia Fogaça, 156, São Cristóvão, 63505-734 Fernandes / BA",1992-09-17,Tecnólogo em irrigação e drenagem,75325,Solteiro
88548,Emanuella Novaes,986.205.714-94,ucostela@uol.com.br,+55 (084) 7427 5643,"Núcleo Ana Beatriz Costela, 44, Nova Pampulha, 50945-749 Viana da Prata / RO",1990-03-10,Maestro,5222,Solteiro
88549,Lorena Alves,480.156.732-08,gabrielcostela@freitas.br,81 0658 7405,"Trevo de Rodrigues, 418, Vila Santo Antônio, 55883-052 Fogaça do Oeste / RO",2003-02-19,Neurocirurgião,33980,Viúvo
88550,Isadora da Cunha,576.192.084-02,lopesanthony@costela.com,+55 51 5676 7160,"Largo Barbosa, 13, Jatobá, 36759555 Barros de Minas / MT",2003-07-28,Mestre cervejeiro,22092,Viúvo
88551,Gabrielly Duarte,415.627.938-37,camposmilena@uol.com.br,(041) 1815-8374,"Praça de Monteiro, 27, Nazare, 13541632 Sales / PB",1985-01-16,Letrista,36689,Divorciado
88552,Ana Júlia Souza,617.934.058-75,da-cunhavalentina@bol.com.br,71 1008-4602,"Viaduto de Gonçalves, Vila Nova Dos Milionarios, 57133-868 Nogueira dos Dourados / BA",1976-10-07,Chargista,35649,Casado
88553,Stella Viana,917.205.438-79,sofia78@bol.com.br,71 7591 6276,"Largo Gomes, 71, Cidade Jardim, 19216-486 da Conceição / PR",1951-07-06,Cientista,3762,Divorciado
88554,Srta. Clarice Sales,247.890.351-23,qcampos@da.br,0900-584-2139,"Aeroporto Farias, 826, Confisco, 59518126 Cunha de Moura / ES",2003-07-15,Avalista,15587,Solteiro
88555,Bruno Costa,958.261.470-67,ana-laura34@ribeiro.br,(081) 7840 2706,"Trecho Novaes, 3, Horto Florestal, 07327425 Novaes Grande / GO",2002-10-09,Consultor de moda,37046,Viúvo
88556,Sr. João Miguel Araújo,734.821.609-96,naraujo@ig.com.br,51 0029 1286,"Rodovia Luiz Fernando Moreira, 67, Europa, 91386348 Martins Paulista / RR",1948-12-28,Copeiro,49813,Solteiro
88557,Vicente Ferreira,769.023.851-30,cardosoana@da.com,(031) 7795 7326,"Estrada Sales, 7, Juliana, 27600972 Rocha / GO",1995-04-08,Militar da Aeronáutica,24199,Divorciado
88558,Ryan Moraes,927.531.640-61,mourarebeca@bol.com.br,(081) 2554-9127,"Viaduto Lima, 3, Granja Werneck, 30088397 da Paz / AC",1948-12-29,Cardiologista,89424,Casado
88559,Rebeca Rocha,423.658.790-47,noahda-luz@goncalves.org,+55 31 0174-7035,"Vale Benício Pires, Horto, 57752-770 Melo / RO",1988-09-09,Continuista,71650,Casado
88560,Carlos Eduardo Souza,328.970.415-79,dpereira@yahoo.com.br,+55 (021) 8513-0269,"Núcleo Peixoto, 3, Santana Do Cafezal, 24871-531 Rezende do Campo / SE",1960-10-20,Infectologista,89333,Solteiro
88561,Gustavo Henrique Cardoso,265.948.317-55,heitorcostela@goncalves.com,(011) 9529 8160,"Trecho de Viana, 7, São João, 51661-852 das Neves de Costela / ES",1976-11-12,Pecuarista,15572,Casado
88562,Srta. Evelyn Ramos,526.913.087-40,aliciacostela@yahoo.com.br,21 9442 8722,"Rodovia Nogueira, 7, Piraja, 45005-421 Fernandes do Campo / AP",2001-11-21,Paparazzo,78092,Casado
88563,Dr. Heitor Lima,567.934.812-82,teixeiraana-clara@gmail.com,61 2532 0730,"Sítio André Barros, Camponesa 2ª Seção, 24404-393 Vieira / AC",1967-03-04,Administrador público,1340,Divorciado
88564,Marcos Vinicius Rodrigues,190.346.582-60,zcostela@ig.com.br,81 5293-7130,"Trecho da Mata, 791, Santa Rita, 71712-780 Vieira Paulista / PE",1935-07-23,Otorrinolaringologista,19224,Divorciado
88565,Gustavo Henrique Duarte,032.685.914-42,ferreirasamuel@bol.com.br,+55 (084) 8576 9650,"Parque Novaes, 1, Vila Tirol, 81931-001 Lima do Norte / SE",1984-01-14,Alergologista,93306,Casado
88566,Benício Azevedo,289.405.637-00,qda-rocha@ig.com.br,+55 (061) 9502 7352,"Parque de Dias, 20, Vila São Francisco, 08727848 Almeida do Norte / PR",1941-05-10,Violonista,77277,Solteiro
88567,Natália Silveira,807.654.291-01,ymelo@porto.br,+55 41 4797-9202,"Praia Marcos Vinicius Moraes, 35, Vila Piratininga, 07486287 Cardoso do Galho / PA",1990-11-30,Endocrinologista,54424,Viúvo
