id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
8355,Sr. Rael Monteiro,076.148.293-87,emonteiro@example.net,41 7874-7062,"Condomínio Maria Cecília Alves, 298, Apolonia, 87736764 Araújo / SP",1943-05-05,Caminhoneiro,14857.5,Casado(a)
8356,Benjamin Siqueira,143.957.280-14,teixeirajose@example.org,51 6098 4118,"Recanto de Barbosa, 46, Céu Azul, 65350613 Teixeira / RS",1971-09-04,Corregedor de justiça,10735.5,Casado(a)
8357,Letícia Ferreira,815.970.432-14,melomiguel@example.net,0500 886 3426,"Passarela Eloah Gonçalves, 91, Barroca, 02274-111 da Cruz / AC",1980-11-15,Lubrificador de máquinas,4515.0,Solteiro(a)
8358,Fernanda Gonçalves,731.480.529-60,ian23@example.net,+55 (011) 7918 5843,"Vereda Gael Ramos, 6, Paraíso, 62605219 Novais / PB",1987-01-17,Turismólogo,9531.0,Viúvo(a)
8359,Bryan Dias,749.826.130-87,rochadante@example.org,+55 81 3149-7790,"Jardim de Gomes, 6, Andiroba, 94450952 Gomes / MT",1969-05-21,Policial militar,10005.0,Viúvo(a)
8360,Isaac Pinto,217.895.634-37,albuquerquemaria-eduarda@example.org,0900-965-7797,"Rodovia Samuel da Rocha, 42, Vila Antena Montanhês, 80813342 Ribeiro do Norte / TO",1983-08-02,Brigadeiro,14527.5,Divorciado(a)
8361,Felipe Araújo,312.495.876-46,marcelada-rosa@example.com,(021) 7819-3290,"Distrito Rios, 3, Grota, 86595-668 Moraes Paulista / GO",1987-11-26,Preparador de máquinas,7597.5,Casado(a)
8362,Emanuella Montenegro,586.217.439-73,maria88@example.net,+55 61 4992-8039,"Rua Isabela Pacheco, 50, Lagoinha Leblon, 93395-875 Moura / SP",1978-04-29,Técnico em higiene dentária,2155.5,Divorciado(a)
8363,Otávio Sales,059.417.286-11,pachecoelisa@example.com,(011) 7049-4346,"Lago Moraes, 38, Santa Maria, 22682894 Novais / BA",2003-04-21,Terapeuta Holístico,10105.5,Solteiro(a)
8364,Sophie das Neves,764.928.351-82,ian66@example.net,21 5850 2542,"Vale Alana Rodrigues, Vila Real 1ª Seção, 86790-694 Nunes / AC",1955-08-30,Numerólogo,14589.0,Viúvo(a)
8365,Marcelo Rodrigues,693.051.827-12,bryanbarros@example.org,21 3815 5272,"Vila de da Rosa, 574, Vila Maria, 46358-384 Novais / AL",1946-12-13,Pesquisador,9591.0,Casado(a)
8366,Sr. Juan Nascimento,236.890.175-21,vsampaio@example.com,84 8199-1562,"Recanto de Freitas, 97, Vila De Sá, 45374-421 Farias / PA",1956-02-05,Cadista,8925.0,Divorciado(a)
8367,Gael Henrique Guerra,362.078.459-00,nogueirabenjamim@example.org,(071) 4303 2372,"Chácara Marina Cunha, 71, Alto Das Antenas, 16508-197 Câmara / RN",1976-01-26,Procurador de justiça,1260.0,Casado(a)
8368,Théo Ferreira,532.461.987-64,lfonseca@example.com,(011) 5951-2698,"Praia de Andrade, 1, Camponesa 1ª Seção, 02800-311 Casa Grande do Amparo / RS",2002-12-30,Juiz ou árbitro de futebol,541.5,Divorciado(a)
8369,João Miguel Garcia,967.058.213-02,vianajose-miguel@example.com,+55 11 9347 7178,"Trecho de Monteiro, 391, Vila Jardim Montanhes, 17933-603 Correia / MT",1972-06-15,Costureira,5983.5,Casado(a)
8370,Joana da Luz,812.546.370-44,qfogaca@example.com,71 4170 4876,"Estação Bernardo Costela, 77, Vila Rica, 69147-436 Teixeira / MT",1949-12-13,Esgrimista,558.0,Casado(a)
8371,Manuela Moraes,649.315.782-09,bruna04@example.com,+55 (071) 9264 3729,"Parque de Pimenta, 5, Pindorama, 33943121 Fonseca / DF",1991-07-08,Profissional de recursos humanos,14124.0,Solteiro(a)
8372,Vitor Casa Grande,207.386.591-77,ana-cecilia44@example.org,31 5596 4678,"Vale Barbosa, 63, Santa Isabel, 17982104 da Paz / AC",1986-01-29,Zelador,6354.0,Solteiro(a)
8373,Oliver da Costa,587.362.049-00,guilherme50@example.org,+55 51 3910 6414,"Via de Rodrigues, 38, Vila Mantiqueira, 57394-283 Mendonça da Praia / PB",1944-01-23,Técnico em segurança do trabalho,13735.5,Viúvo(a)
8374,Dr. Brayan Porto,496.083.157-00,davi07@example.org,+55 71 6253 3482,"Setor Isabela Jesus, 29, Buraco Quente, 33827674 Rocha do Norte / PA",2002-09-02,Acupunturista,7198.5,Casado(a)
8375,Sabrina da Mata,340.891.567-93,siqueiraester@example.com,+55 (041) 8239 3845,"Praia Luana Viana, 30, Novo Santa Cecilia, 69719794 Albuquerque de Jesus / SE",1992-11-01,Modelo,9048.0,Divorciado(a)
8376,João Pedro Aragão,814.305.629-51,cavalcantedante@example.com,+55 31 0618-2963,"Viela de Pinto, 80, Vila São Gabriel Jacui, 26449393 Oliveira / AL",1954-04-28,Instrutor,3910.5,Viúvo(a)
8377,Stephany Castro,019.867.453-84,ferreiramarcos-vinicius@example.org,(071) 8628 7202,"Alameda de Montenegro, 76, Vila Aeroporto Jaraguá, 73533311 Cassiano / RO",1985-05-01,Quitandeiro,3403.5,Viúvo(a)
8378,Ágatha Porto,271.856.943-37,saleslevi@example.org,(011) 0582 7532,"Colônia Cavalcanti, 90, Jardim Vitoria, 97991941 da Mota / PI",1966-06-19,Mágico,10188.0,Casado(a)
8379,João Gabriel Santos,437.901.586-66,caldeiraesther@example.org,(051) 5846-0915,"Condomínio Vargas, 65, Bonsucesso, 92684-692 Fernandes de Cavalcante / PI",1952-05-05,Copeiro,2898.0,Casado(a)
8380,Maria Luiza Leão,315.270.689-86,cecilia19@example.org,+55 21 5450-0464,"Trevo Guerra, 719, Bela Vitoria, 33437840 Rios dos Dourados / PI",1996-11-13,Pizzaiolo,6351.0,Solteiro(a)
8381,Sabrina Pastor,401.785.326-90,antonellafogaca@example.net,+55 41 9733 0871,"Distrito Pinto, Parque São Pedro, 43976253 da Rosa do Amparo / MT",1942-03-22,Engenheiro de telecomunicações,9894.0,Casado(a)
8382,Ana Lívia Casa Grande,803.124.695-51,tjesus@example.com,+55 11 3994-9587,"Chácara Monteiro, 740, Jardim Do Vale, 96012-644 Fernandes / AC",2003-08-12,Tintureiro,7018.5,Casado(a)
8383,Letícia Farias,038.672.154-80,dcorreia@example.org,+55 (031) 8747-1780,"Passarela Nogueira, 51, São Bernardo, 30414258 Macedo / PB",1985-11-04,Agente de defesa sanitária animal,1011.0,Divorciado(a)
8384,Alice Fonseca,912.487.036-69,tpastor@example.com,+55 61 5435-8458,"Rua Porto, São Cristóvão, 50247195 Oliveira do Sul / MS",1951-07-05,Separador,13054.5,Divorciado(a)
8385,Alexia Porto,501.482.369-60,ana-beatrizda-cunha@example.com,+55 84 1650-1596,"Trecho Davi Cunha, 29, Boa Vista, 07203-281 Machado / PR",1939-02-20,Funileiro,1998.0,Viúvo(a)
8386,Sara Montenegro,281.960.754-30,ana-livia11@example.net,(031) 7016 6046,"Recanto Câmara, 991, Santa Cruz, 37938-483 Barbosa / MA",2007-10-30,Estoquista,13690.5,Solteiro(a)
8387,Henrique Mendonça,378.946.102-40,peixotoenzo@example.net,+55 (084) 7717 5456,"Trecho Sousa, 47, Gutierrez, 92389-287 Ribeiro / BA",1944-11-07,Notário,5107.5,Viúvo(a)
8388,Arthur Caldeira,327.496.150-70,evelyncunha@example.org,+55 (021) 7932 6563,"Viela Viana, 13, São Damião, 19594-551 Novaes do Galho / AC",1986-02-14,Neurocirurgião,8821.5,Solteiro(a)
8389,Dom Alves,970.513.862-12,auroranovais@example.com,+55 31 4068-5495,"Condomínio Correia, 36, Piratininga, 13562-516 da Cunha / RN",1975-01-13,Armeiro,2308.5,Solteiro(a)
8390,Sra. Vitória Guerra,976.518.043-84,leonardopimenta@example.org,(061) 6202 2674,"Chácara Isabella da Rosa, 51, Bacurau, 15977836 Costa das Pedras / PA",1945-12-31,Avalista,3387.0,Casado(a)
8391,Dr. Leandro Araújo,906.287.531-95,lorenabarbosa@example.net,(031) 2290-9689,"Aeroporto Maya Moura, 64, Cônego Pinheiro 2ª Seção, 67583387 Vargas da Praia / BA",1957-01-30,Cantor,10851.0,Viúvo(a)
8392,Emanuel Correia,671.835.029-02,joao-lucascastro@example.net,0900 877 0703,"Condomínio Vargas, 35, Vila Paquetá, 20454124 Campos / PI",1962-01-03,Amolador de ferramentas,6162.0,Divorciado(a)
8393,Vitor Hugo Macedo,317.624.890-31,montenegromateus@example.com,+55 (084) 3864-0585,"Vale Guerra, 4, Vila Da Ária, 53167353 Porto / PR",1996-10-24,Regente,5847.0,Solteiro(a)
8394,Kevin Melo,718.950.346-39,ifreitas@example.com,(041) 6857 0789,"Chácara Dias, 58, Serra Verde, 87451942 Costa do Norte / SE",1965-12-09,Corregedor de justiça,11974.5,Casado(a)
8395,Larissa Peixoto,692.071.843-03,maria-juliada-luz@example.net,0900 636 1887,"Praça Mendes, Acaba Mundo, 33245-904 Carvalho / RR",1960-01-14,Farmacêutico,3076.5,Casado(a)
8396,Luan Cirino,490.521.683-42,emanuelly47@example.net,+55 31 7795 7316,"Alameda de Pereira, 66, Acaiaca, 02104324 Borges de Porto / PI",1989-06-02,Garimpeiro,14314.5,Casado(a)
8397,Rafael Marques,260.875.914-94,otavio81@example.com,+55 31 9234-7988,"Passarela Vasconcelos, 2, Baleia, 27104-537 Siqueira Grande / PB",1979-05-22,Guarda roupeiro,4788.0,Solteiro(a)
8398,Natália da Rocha,739.265.104-80,moraesgael-henrique@example.com,31 3164 3847,"Parque Nathan da Paz, 8, Liberdade, 95295-216 Abreu / PI",2000-01-18,Químico,9603.0,Viúvo(a)
8399,Sr. Isaac das Neves,504.137.298-50,pachecojoao-pedro@example.com,(031) 4232-9591,"Estação de Sampaio, 40, Pilar, 85280884 Moura / PI",1994-04-10,Pára-quedista,6369.0,Viúvo(a)
8400,Sr. Davi Lucas Rezende,167.984.532-28,augustocavalcanti@example.org,0300-307-6319,"Loteamento Vitória Teixeira, 90, Santa Maria, 16992-789 Moreira / RJ",1975-04-23,Sapateiro,11386.5,Viúvo(a)
8401,Heloisa Cavalcante,924.701.635-52,anogueira@example.org,+55 71 1200-9804,"Viaduto de da Mota, Vila Barragem Santa Lúcia, 97181487 Freitas Alegre / AP",1938-10-04,Bailarina,10557.0,Solteiro(a)
8402,João Miguel Almeida,785.031.629-03,valentim46@example.org,+55 (011) 5319 5483,"Sítio de Pinto, 264, Nova Esperança, 04092-328 Moreira Alegre / MA",2003-02-18,Degustador,9723.0,Divorciado(a)
8403,Vitor Gabriel Souza,842.069.573-47,vieiraarthur-gabriel@example.com,+55 (041) 8414-1912,"Residencial de Sampaio, 93, Aarão Reis, 48160-764 Araújo / CE",2001-05-23,Agente de defesa sanitária animal,66.0,Divorciado(a)
8404,Erick Azevedo,421.950.786-85,vargascarlos-eduardo@example.com,41 2972-3799,"Via de Sá, 87, Grotinha, 04770-797 Caldeira da Serra / PE",1958-08-09,Engenheiro civil,12477.0,Viúvo(a)
8405,Luan Rodrigues,549.860.173-57,brios@example.net,(011) 2474-9876,"Parque Vieira, 98, São Marcos, 84262-461 Cirino / RR",1968-02-25,Karateca,1560.0,Viúvo(a)
8406,Mateus Nogueira,612.850.974-67,gomesmurilo@example.net,+55 (021) 2481-6927,"Sítio de Alves, 479, Vila Independencia 2ª Seção, 46535-551 Aparecida de da Mota / RJ",2006-02-18,Jogador de futebol,291.0,Viúvo(a)
8407,Srta. Ana Liz Rios,793.624.150-70,marianerocha@example.org,(031) 0749-0780,"Travessa Silva, 48, Vila Suzana Primeira Seção, 83658231 da Rocha / SP",2005-06-08,Papiloscopista,5787.0,Viúvo(a)
8408,Dom Cunha,615.473.908-75,igorfarias@example.net,+55 (051) 6332 2108,"Setor Aragão, 96, Pousada Santo Antonio, 52122623 Novaes / MT",1988-12-11,Açougueiro,6406.5,Divorciado(a)
8409,Sr. Breno Mendonça,097.631.285-95,ada-costa@example.net,+55 71 5004 5084,"Rodovia Fernanda Moreira, 782, Silveira, 18405-344 Pastor / MT",1966-11-09,Jogador de badminton,14271.0,Solteiro(a)
8410,Heloisa Moraes,635.842.907-83,maria-isiscamara@example.com,0300-994-5657,"Ladeira Pedro Lucas Correia, Vila Independencia 2ª Seção, 14646-804 Moraes / PB",1955-10-30,Estoquista,4411.5,Divorciado(a)
8411,Zoe da Cruz,658.137.420-26,usa@example.org,+55 (011) 2948-0674,"Vale Maria Luiza Dias, 13, Universo, 94106-916 da Rosa do Amparo / SP",1982-11-06,Terapeuta floral,6600.0,Viúvo(a)
8412,Ester Ribeiro,423.980.761-13,nascimentoanthony@example.com,+55 (011) 4715-7793,"Praça Ramos, 32, Vila Inestan, 62524344 da Conceição / MS",1966-09-26,Lactarista hospitalar,5587.5,Solteiro(a)
8413,Ana Júlia Sampaio,892.074.361-40,vitor-gabriel98@example.org,(051) 7008 2679,"Condomínio Leão, 96, Vale Do Jatoba, 61877157 Siqueira / PR",1950-11-26,Cientista da informação e documentação,14344.5,Casado(a)
8414,João Lucas Azevedo,812.706.394-04,felipecarvalho@example.org,+55 11 8952 7073,"Vila Monteiro, 62, Padre Eustáquio, 85283473 Albuquerque / AC",1957-06-25,Engenheiro de energia,7135.5,Divorciado(a)
8415,Pietra Fogaça,074.261.938-96,vitoriacavalcanti@example.org,(051) 5136 2391,"Esplanada de Garcia, 37, Padre Eustáquio, 96957-198 Sousa do Sul / AL",2004-10-17,Mãe social,9166.5,Casado(a)
8416,Dr. Benício Peixoto,409.682.751-76,pmoraes@example.net,+55 (081) 3784 2026,"Feira de Farias, 45, Piratininga, 95879-181 Marques do Norte / TO",1937-08-05,Pianista,4581.0,Viúvo(a)
8417,Luiz Gustavo Moura,379.021.856-12,fnascimento@example.org,11 3324 8904,"Praia Rios, 62, Lorena, 22010038 Novais de Borges / MG",1979-01-01,Dublê,14169.0,Divorciado(a)
8418,Ana Laura Sampaio,183.972.405-60,monteiroemanuelly@example.com,+55 (011) 9355 6063,"Colônia de Borges, 15, Bom Jesus, 92167128 Moura de Minas / AL",1937-05-04,Assessor de imprensa,13783.5,Casado(a)
8419,Giovanna Peixoto,679.148.352-00,hcirino@example.net,(071) 9453-0179,"Morro Novaes, 93, Dom Bosco, 89742-429 Silveira / MG",2004-11-10,Passador,5494.5,Solteiro(a)
8420,Ian Mendes,683.954.271-82,leaomariana@example.com,0800-680-7033,"Avenida Rafael Rios, 38, Piratininga, 85556-453 Barros das Flores / RR",2004-06-28,Arquiteto,9339.0,Casado(a)
8421,Sr. Yan Moura,836.721.509-59,novaisana-livia@example.net,+55 61 5521 3357,"Sítio de Rocha, 37, São Gabriel, 17156-777 Abreu / AC",1962-03-15,Amolador de ferramentas,3426.0,Divorciado(a)
8422,Sophie Rocha,150.278.936-12,caue32@example.org,81 3810 9131,"Chácara de Duarte, 51, Novo Glória, 97217-923 Correia / MA",1966-07-04,Líder comunitário,14496.0,Divorciado(a)
8423,Dra. Kamilly Machado,179.568.034-20,rpastor@example.com,(031) 1258-5173,"Fazenda Mariah Fonseca, 38, Colégio Batista, 37432-002 Vargas de Goiás / GO",1973-05-24,Perfusionista,12996.0,Solteiro(a)
8424,Sophia Oliveira,051.789.362-21,cecilia87@example.org,+55 51 1274 4384,"Vale Maria Clara Montenegro, 211, Vila São Gabriel, 43514187 Peixoto / AL",1990-08-12,Síndico,14713.5,Casado(a)
8425,Sr. João Guilherme Dias,469.321.580-51,efonseca@example.org,81 8482-2831,"Rodovia de Albuquerque, 38, Vila Nossa Senhora Do Rosário, 25508607 Peixoto / RR",1973-02-04,Empregado doméstico,1876.5,Casado(a)
8426,Joana Leão,692.134.875-09,marcelasouza@example.org,(081) 0721-3587,"Quadra Freitas, 87, São Jorge 2ª Seção, 26506-699 Aragão das Flores / TO",1992-05-19,Gestor ambiental,5332.5,Casado(a)
8427,Ravi Cavalcante,538.719.206-30,qsampaio@example.net,+55 (031) 1394 9110,"Largo de Aragão, 68, São Sebastião, 78650-429 Moreira de Correia / RJ",1977-03-30,Diretor de fotografia,10306.5,Viúvo(a)
8428,Juliana Dias,964.853.120-05,maria-flor64@example.org,(011) 1533 2268,"Área Pastor, 303, Das Industrias I, 43091-460 Cardoso / BA",1935-10-20,Instrumentador cirúrgico,7056.0,Casado(a)
8429,Luara da Mata,904.327.865-38,levi07@example.org,51 0031 8382,"Via Vasconcelos, 6, Conjunto Santa Maria, 95669444 Rodrigues / AL",1974-08-27,Capitão,5542.5,Divorciado(a)
8430,Marcos Vinicius Montenegro,746.251.809-02,ana-julia27@example.org,(021) 7367-1462,"Conjunto Melina Correia, 51, Vila Satélite, 30200-605 Casa Grande / MA",1987-03-16,Urbanista,5451.0,Viúvo(a)
8431,Maria Sophia Aragão,276.184.593-55,oribeiro@example.com,+55 (051) 8588 9544,"Praça Olivia Andrade, 77, Alpes, 28294089 Campos / RO",1958-06-19,Coach,7968.0,Solteiro(a)
8432,Theodoro Lima,971.648.250-76,siqueiraluiz-henrique@example.com,84 3850-9956,"Vale de Sampaio, 30, Anchieta, 62296932 Fogaça das Flores / MG",1967-11-01,Médico cirurgião,8484.0,Solteiro(a)
8433,Thiago Pacheco,635.714.290-52,rafaelmoura@example.com,+55 (031) 4716 4895,"Vale Anna Liz Costela, 89, Monte Azul, 97491-199 Lima de Freitas / SP",1941-11-10,Historiador,316.5,Divorciado(a)
8434,Julia Carvalho,593.078.412-41,pedro-miguelpinto@example.org,+55 (051) 5255-2614,"Rua de Nunes, 81, Campo Alegre, 78945-760 Nunes / CE",1974-04-24,Engenheiro agrimensor,7200.0,Divorciado(a)
8435,Fernanda Moreira,956.723.801-40,yramos@example.org,61 4923-4709,"Colônia de Novaes, Vila Nova Paraíso, 04625925 das Neves / SP",1981-04-04,Ceramista,952.5,Divorciado(a)
8436,Carolina Marques,741.392.805-14,qsa@example.net,(061) 4680 5518,"Praia de Silva, 201, Atila De Paiva, 43448697 Garcia dos Dourados / BA",1986-06-06,Cientista da informação e documentação,10647.0,Solteiro(a)
8437,Gabriela Pinto,451.269.378-55,caleb87@example.net,+55 (011) 7141 8205,"Vereda Barros, 52, Penha, 55781960 Fernandes / PR",2004-11-25,Engenheiro metalúrgico,12820.5,Divorciado(a)
8438,Bianca Garcia,597.823.601-12,kaique71@example.com,+55 (041) 6605-7471,"Área Vinícius Ramos, 946, Vila Maria, 07150-817 Cavalcante / PR",1973-06-08,Karateca,7557.0,Viúvo(a)
8439,Cauê Siqueira,253.698.047-29,snovaes@example.org,21 3105 6145,"Setor Carvalho, 51, Cabana Do Pai Tomás, 27150-378 Campos / AM",1945-08-15,Avalista,7435.5,Divorciado(a)
8440,Ravy Pinto,351.482.960-89,maria-julia32@example.org,+55 11 5974-0284,"Jardim da Cunha, 6, Maria Goretti, 99454-165 Viana Grande / PE",1957-03-22,Ortopedista,4.5,Solteiro(a)
8441,Isabel Camargo,802.496.531-33,dda-cunha@example.com,71 0474-0014,"Largo Guilherme Fernandes, 84, Serra, 72259887 Silveira de Vasconcelos / AC",2007-05-14,Carteiro,1359.0,Casado(a)
8442,Amanda Moreira,206.197.458-94,alexiateixeira@example.net,+55 (031) 4441 9633,"Trecho de Aragão, 21, Carlos Prates, 97111397 Azevedo dos Dourados / PB",1980-08-12,Engenheiro petroquímico,97.5,Viúvo(a)
8443,Bianca Pires,670.215.893-95,barbara40@example.com,71 1886 5303,"Praia de Teixeira, 83, Santa Rita De Cássia, 15139-396 Vasconcelos de Nascimento / PE",1996-07-23,Saxofonista,12678.0,Viúvo(a)
8444,Ravi Lucca Pinto,847.203.619-78,thalesvargas@example.org,31 9569-3558,"Área de Martins, Outro, 02288-763 Machado da Prata / RJ",1994-07-11,Esgrimista,10768.5,Divorciado(a)
8445,Sara Farias,701.925.384-97,luccasousa@example.com,+55 84 7866-1788,"Viela Sampaio, 10, Atila De Paiva, 40033-221 Nogueira / AC",1947-07-21,Tintureiro,3423.0,Solteiro(a)
8446,Maria Fernandes,047.281.659-49,fcardoso@example.com,84 3582-4912,"Esplanada Lopes, 41, Vila Madre Gertrudes 4ª Seção, 76881-126 Nogueira / RJ",1992-08-21,Lanterneiro,13780.5,Casado(a)
8447,Dr. Yan Vasconcelos,213.695.048-70,anthony58@example.com,0500 996 6979,"Residencial Henry Gabriel Câmara, 600, Vila Engenho Nogueira, 64932100 Brito / AP",1971-06-05,Petroleiro,13423.5,Casado(a)
8448,Sofia Nascimento,274.301.958-14,portoheloisa@example.org,+55 11 3794-2256,"Trecho de Barbosa, 28, Paulo Vi, 09619596 Vieira / PI",2007-05-12,Pintor,5343.0,Casado(a)
8449,Clara Cassiano,856.102.437-26,josue87@example.com,21 8054-1328,"Alameda de Rodrigues, 44, Vila Sesc, 22408562 Souza de Pires / SE",1953-06-25,Juiz de futebol,7065.0,Divorciado(a)
8450,Dra. Daniela Siqueira,517.436.980-20,jmarques@example.org,+55 (041) 7618-4260,"Pátio de Vasconcelos, 23, Vila Bandeirantes, 37886-477 Nunes Verde / MT",2005-12-10,Engenheiro petroquímico,13314.0,Divorciado(a)
8451,Heloisa Mendonça,397.240.586-38,levicassiano@example.com,+55 (084) 5624-5406,"Setor de Camargo, 39, Vila Da Luz, 67277809 Vieira / RS",1936-07-21,Técnico tributarista,9957.0,Divorciado(a)
8452,Sr. José Brito,906.124.378-50,tfogaca@example.com,0800-639-3434,"Avenida Bruna Pinto, 53, Vila Atila De Paiva, 72672727 Mendonça do Galho / AM",1970-10-11,Estilista,3972.0,Viúvo(a)
8453,Leandro Campos,132.567.904-61,mcirino@example.com,61 7936-0710,"Área Cunha, Vila Nova, 56521-292 Cunha da Prata / RN",1999-08-22,Enfermeiro,5347.5,Viúvo(a)
8454,Bento Sousa,571.940.623-99,yda-paz@example.net,(031) 0866-5757,"Trecho Cardoso, 334, Biquinhas, 00369-202 Peixoto / MA",1971-03-06,Administrador público,232.5,Solteiro(a)
8455,Daniela Monteiro,712.406.985-85,ribeirocecilia@example.org,+55 (081) 9772-5513,"Estação Carvalho, 25, Bacurau, 72389803 Campos / TO",1964-04-28,Relações públicas,12829.5,Solteiro(a)
8456,Maria Laura Porto,823.791.650-68,otto18@example.org,(021) 3889 3916,"Jardim Garcia, Jardim América, 03677946 Jesus do Campo / MT",1997-01-28,Técnico em hardware,14983.5,Viúvo(a)
8457,Oliver Sá,014.359.782-50,ribeirobento@example.net,(061) 9533-8584,"Condomínio Felipe Vieira, 579, Universo, 11603-597 Andrade das Flores / SE",1954-05-05,Berçarista,3073.5,Solteiro(a)
8458,Sabrina Leão,450.213.986-60,alveshellena@example.com,(031) 7392 0270,"Esplanada Casa Grande, 484, Vila Paris, 02927562 Fogaça de Nogueira / TO",2005-12-20,Historiador,12694.5,Casado(a)
8459,Ester Gomes,712.805.496-02,xramos@example.com,(081) 0198-4799,"Pátio de Silva, 8, Vila Novo São Lucas, 34969-516 Cirino / BA",2002-11-25,Separador,250.5,Casado(a)
8460,Renan Pereira,430.562.917-80,smoura@example.com,+55 11 3121 7019,"Residencial de Monteiro, 38, Jaraguá, 40210697 Sá de Minas / RJ",1993-02-26,Defensor Público,8569.5,Viúvo(a)
8461,Dom Marques,184.967.523-64,camargomariah@example.com,+55 (061) 1953-4039,"Distrito de Porto, Morro Dos Macacos, 89311154 Sales / DF",2005-10-23,Separador,14812.5,Divorciado(a)
8462,Dra. Lorena Sousa,345.710.698-39,kfarias@example.com,+55 51 8758 0828,"Trevo de Farias, Madre Gertrudes, 38436958 Albuquerque do Sul / GO",2006-09-27,Argumentista,6696.0,Divorciado(a)
8463,Ana Carvalho,489.710.623-04,amanda44@example.com,61 9552 3651,"Núcleo Gael Henrique Gonçalves, 95, Vila Cloris, 14759-646 Montenegro da Mata / RR",1936-01-29,Economista doméstico,7461.0,Solteiro(a)
8464,Bianca Câmara,872.149.053-88,gsousa@example.com,+55 (081) 8076-3033,"Lagoa Danilo Farias, Conjunto Celso Machado, 87199267 Borges de Casa Grande / AM",1978-03-05,Militar do Exército,3931.5,Viúvo(a)
8465,Guilherme Novaes,086.142.739-40,eduardamonteiro@example.org,+55 (071) 5055-2245,"Loteamento de Freitas, 27, Estrela, 43573-123 Pastor / PI",1968-01-12,Atuário,12873.0,Viúvo(a)
8466,Sr. Daniel Vargas,021.798.564-58,portoravi@example.org,(021) 7275-5830,"Viela Eduarda Novais, 82, Jardim Guanabara, 17286-068 da Costa / PI",1950-09-21,Pneumologista,13666.5,Casado(a)
8467,Gabriela Gomes,236.417.905-06,sacecilia@example.com,+55 (011) 6935-8975,"Distrito Maria Helena Rios, 48, Copacabana, 25185-141 Mendes de Souza / MA",1935-07-29,Neurocirurgião,2313.0,Solteiro(a)
8468,Srta. Luiza Casa Grande,142.037.658-62,maitenovais@example.com,+55 (051) 1181 3583,"Setor Vasconcelos, 58, Conjunto Providencia, 88072-699 Cardoso / RJ",1952-01-04,Babysitter,10329.0,Viúvo(a)
8469,Davi Vasconcelos,693.725.084-38,novaesotto@example.net,41 5042-3125,"Parque de Borges, 87, Conjunto Serra Verde, 48091084 Farias Verde / AC",1948-07-09,Percursionista,3222.0,Divorciado(a)
8470,Sr. Théo Sales,084.913.762-40,almeidaisaque@example.org,+55 (081) 7052-3773,"Área de Barros, 581, Marçola, 62712893 Teixeira / SP",2003-10-29,Personal trainer,10708.5,Casado(a)
8471,Sophie Teixeira,710.439.265-34,luiza74@example.org,(031) 5573 4443,"Recanto Brenda Aragão, 91, Paraíso, 47937034 Cunha Grande / CE",1964-10-07,Polidor de produção,4275.0,Solteiro(a)
8472,Thomas Mendes,652.810.943-51,marcos-vinicius88@example.com,71 6044 4708,"Alameda da Cunha, 21, Vila São Paulo, 55588494 Borges / AM",1960-09-17,Tecnólogo em irrigação e drenagem,13425.0,Divorciado(a)
8473,Dr. Luiz Felipe Ramos,468.571.902-67,marcos-viniciusalves@example.net,84 9662 9282,"Conjunto Alves, 2, Conjunto São Francisco De Assis, 02812322 da Mota / RN",1944-08-05,Endocrinologista,13050.0,Solteiro(a)
8474,Dom Cassiano,367.491.025-06,alexandrepimenta@example.com,31 6021-7607,"Avenida Marcela da Mota, 825, Pompéia, 39532-084 Almeida das Pedras / AL",1954-01-01,Clap loader,2272.5,Divorciado(a)
8475,Henry Albuquerque,479.301.658-84,saelisa@example.org,(051) 5569-6228,"Largo Theodoro Camargo, 8, Vila Engenho Nogueira, 98751083 Borges de Sales / MA",1997-09-21,Intérprete e tradutor de língua de sinais,9160.5,Casado(a)
8476,Theo Costela,495.826.017-01,leomoraes@example.com,(021) 9562-9038,"Fazenda de da Cruz, 63, Coqueiros, 24536220 Machado / SP",2005-07-14,Embaixador,12603.0,Viúvo(a)
8477,Mariah Sampaio,357.461.082-35,da-costalorena@example.com,11 4610 1328,"Rodovia João Guilherme Siqueira, 92, Serrano, 38154-877 da Mota / PE",1996-09-17,Coronel,1567.5,Divorciado(a)
8478,Yuri Pastor,145.398.720-79,pintoheitor@example.com,11 8327-7365,"Rua Breno Lopes, Fazendinha, 35438-326 Guerra das Pedras / PE",1958-07-04,Cobrador de pedágio,3078.0,Divorciado(a)
8479,Dr. Rhavi Silva,045.162.398-33,garcianoah@example.com,+55 84 9183-5916,"Vila Fernanda Barros, 57, Caiçaras, 61683639 Correia de Fonseca / RS",1986-02-15,Dentista,2149.5,Casado(a)
8480,Paulo Aragão,967.128.543-00,diogosiqueira@example.net,+55 (061) 8462 0549,"Lagoa Benjamin Abreu, 44, Novo Glória, 95640-264 Rezende do Campo / PR",1982-09-24,Vistoriador de sinistros,14161.5,Viúvo(a)
8481,José Miguel Santos,904.723.581-97,novaismaria-liz@example.com,11 6258-1394,"Travessa Abreu, 152, João Pinheiro, 47829-117 Caldeira / PR",1942-05-18,Técnico em aviação,4743.0,Solteiro(a)
